16, 400, PA5-J-Unknown-SampleReadingsTest.txt 6
  -22.71,   -19.06,   132.69
   23.15,    20.94,    79.00
  -17.87,    35.56,   125.09
   70.76,     6.12,   109.01
   60.37,   -28.91,    62.33
   30.30,    34.76,    57.78
  -12.67,   -26.99,   -77.94
    8.24,     8.82,   -41.21
   19.40,     5.84,  -100.13
    6.10,    -2.99,   -57.53
   23.90,    22.06,   -87.80
  -36.52,    19.80,   -83.31
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -61.08,   -26.95,    99.33
  -15.29,    13.26,    45.72
  -56.39,    27.85,    91.65
   32.40,    -1.57,    75.75
   22.04,   -36.48,    29.13
   -8.18,    27.08,    24.59
   -9.09,   -25.67,   -78.98
   12.02,     9.68,   -41.71
   23.72,     7.27,  -100.45
    9.83,    -1.86,   -58.24
   28.05,    23.37,   -87.89
  -32.42,    21.47,   -83.94
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.22,   -42.42,   101.10
   10.51,    -2.18,    47.44
  -30.63,    12.38,    93.61
   58.27,   -17.21,    77.58
   47.83,   -52.13,    31.04
   17.76,    11.54,    26.34
   -3.28,   -28.02,   -80.19
   17.80,     7.79,   -43.35
   29.21,     4.93,  -102.11
   15.60,    -3.89,   -59.77
   33.52,    20.97,   -89.73
  -26.80,    18.81,   -85.39
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.44,   -47.44,   131.55
   10.60,    -7.20,    77.80
  -30.73,     7.44,   123.94
   58.14,   -22.15,   107.86
   47.76,   -57.12,    61.37
   17.67,     6.60,    56.71
   -6.22,   -25.51,   -78.39
   15.15,    10.23,   -41.70
   26.49,     6.89,  -100.42
   12.74,    -1.53,   -57.93
   31.01,    23.03,   -88.15
  -29.46,    21.63,   -83.83
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -44.84,   -32.16,   200.42
    0.97,     7.89,   146.66
  -40.13,    22.59,   192.72
   48.55,    -7.03,   176.78
   38.14,   -41.84,   130.13
    8.03,    21.82,   125.63
   -4.96,   -26.33,   -77.71
   16.03,     9.41,   -40.65
   27.27,     6.75,   -99.54
   13.78,    -2.13,   -57.22
   31.52,    23.09,   -87.12
  -28.88,    20.58,   -82.62
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -24.45,   -21.16,    94.00
   21.37,    18.97,    40.46
  -19.87,    33.69,    86.44
   68.94,     4.11,    70.45
   58.55,   -30.82,    23.91
   28.33,    32.78,    19.20
   -7.57,   -28.19,   -80.73
   13.08,     7.83,   -44.05
   25.12,     4.31,  -102.68
   10.97,    -4.19,   -60.19
   29.49,    20.62,   -90.26
  -30.96,    18.70,   -86.57
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -34.73,   -19.38,   100.48
   11.18,    20.79,    46.83
  -30.04,    35.38,    92.81
   58.63,     5.78,    76.83
   48.33,   -29.12,    30.35
   18.21,    34.56,    25.68
   -8.89,   -26.40,   -79.83
   11.81,     9.16,   -42.66
   23.71,     6.53,  -101.26
    9.71,    -2.45,   -59.10
   27.98,    22.75,   -88.79
  -32.48,    20.61,   -85.14
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -54.12,   -22.26,   164.21
   -8.25,    17.82,   110.54
  -49.34,    32.52,   156.56
   39.30,     2.98,   140.56
   28.93,   -32.00,    94.10
   -1.10,    31.75,    89.36
   -7.42,   -26.23,   -80.43
   13.48,     9.52,   -43.67
   24.65,     6.88,  -102.40
   11.43,    -2.29,   -59.88
   29.02,    22.99,   -90.03
  -31.34,    20.51,   -85.52
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -56.91,   -17.96,   154.78
  -11.09,    22.09,   101.21
  -52.26,    36.80,   147.22
   36.58,     7.25,   131.10
   26.28,   -27.59,    84.61
   -3.95,    36.10,    80.10
  -11.24,   -27.26,   -78.26
    9.46,     8.28,   -41.26
   21.14,     5.64,   -99.99
    7.30,    -3.37,   -57.61
   25.43,    21.67,   -87.56
  -35.01,    19.63,   -83.56
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -62.11,   -26.49,   136.94
  -16.11,    13.53,    83.18
  -57.27,    28.08,   129.27
   31.53,    -1.27,   113.28
   20.98,   -36.30,    66.63
   -9.07,    27.36,    62.19
   -5.16,   -24.86,   -78.98
   15.75,    10.53,   -41.88
   27.82,     7.77,  -100.51
   13.73,    -1.10,   -58.23
   32.28,    23.77,   -87.92
  -28.17,    22.29,   -84.32
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -30.00,   -28.73,   151.65
   15.86,    11.37,    98.16
  -25.32,    25.91,   144.05
   63.43,    -3.55,   128.07
   53.15,   -38.48,    81.58
   22.89,    25.10,    76.94
   -9.30,   -26.95,   -79.71
   11.88,     8.67,   -42.72
   23.78,     5.46,  -101.33
    9.64,    -3.10,   -58.99
   28.14,    21.73,   -89.04
  -32.35,    20.30,   -85.23
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -26.45,   -25.77,   101.46
   19.50,    14.36,    47.80
  -21.81,    29.13,    93.74
   66.97,    -0.42,    77.82
   56.74,   -35.45,    31.27
   26.56,    28.30,    26.66
   -4.32,   -27.16,   -80.35
   17.13,     8.49,   -43.64
   28.32,     5.09,  -102.40
   14.78,    -3.19,   -59.99
   32.97,    21.44,   -90.22
  -27.44,    19.77,   -85.72
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.94,   -52.82,   124.48
  -17.99,   -12.78,    70.89
  -59.20,     1.95,   116.83
   29.50,   -27.67,   100.97
   19.18,   -62.52,    54.39
  -10.96,     1.05,    49.70
   -7.38,   -27.28,   -79.45
   13.95,     8.25,   -42.42
   25.33,     5.26,  -101.12
   11.54,    -3.55,   -58.87
   29.99,    21.35,   -88.87
  -30.48,    19.94,   -84.67
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -61.61,   -57.39,    90.02
  -15.80,   -17.34,    36.35
  -56.97,    -2.80,    82.32
   31.92,   -32.23,    66.31
   21.56,   -67.19,    19.66
   -8.74,    -3.46,    15.08
  -12.63,   -27.29,   -78.08
    8.82,     8.47,   -41.50
   19.90,     5.21,  -100.38
    6.47,    -3.42,   -57.83
