6,6,pa2-debug-e-em-fiducialss.txt
  273.16,   439.62,   501.18
  236.71,   473.25,   506.58
  199.21,   506.96,   512.58
  280.16,   453.79,   464.65
  243.82,   487.41,   469.98
  206.46,   521.06,   475.93
  361.15,   475.32,   445.95
  329.41,   513.34,   449.76
  296.77,   551.31,   454.13
  390.44,   500.75,   449.29
  358.63,   538.98,   453.24
  325.90,   577.09,   457.75
  350.61,   465.80,   426.64
  388.81,   495.25,   419.50
  427.37,   525.64,   413.07
  374.31,   435.42,   436.16
  412.47,   464.63,   428.96
  450.82,   494.72,   422.48
  315.69,   355.25,   385.63
  301.46,   395.62,   360.64
  286.96,   436.71,   336.33
  340.50,   346.84,   357.07
  326.01,   387.11,   332.29
  311.43,   428.22,   308.13
  294.98,   370.70,   478.95
  272.98,   368.80,   523.20
  250.92,   367.35,   567.87
  318.22,   399.29,   490.79
  296.57,   397.35,   535.19
  274.71,   395.85,   580.21
  266.34,   328.31,   481.12
  226.04,   354.04,   490.12
  185.69,   380.47,   499.56
  265.26,   340.12,   443.02
  225.06,   366.03,   452.01
  184.84,   392.58,   461.43
