8, 8, 27, 8, pa1-unknown-k-calreadings.txt
   16.07,    -9.15, -1499.89
   14.46,    -8.23, -1349.90
   15.21,   140.85, -1500.81
   13.61,   141.76, -1350.82
  166.06,    -8.28, -1498.28
  164.45,    -7.37, -1348.30
  165.20,   141.71, -1499.21
  163.59,   142.63, -1349.22
  223.88,   204.69, -1289.64
  215.45,   203.50, -1039.78
  219.82,   454.65, -1288.59
  211.38,   453.46, -1038.73
  473.71,   208.71, -1281.18
  465.27,   207.53, -1031.33
  469.64,   458.68, -1280.13
  461.21,   457.49, -1030.28
  209.82,   206.78,   212.32
  211.63,   203.76,   326.34
  212.13,   200.92,   444.40
  215.01,   336.64,   211.12
  209.94,   333.24,   332.99
  204.69,   328.31,   454.44
  215.12,   466.31,   208.52
  206.91,   462.88,   339.22
  200.02,   457.59,   466.10
  332.50,   207.10,   217.26
  333.51,   206.90,   334.35
  335.21,   206.47,   454.25
  334.10,   336.01,   215.13
  331.54,   334.05,   337.74
  329.95,   330.45,   460.56
  335.23,   466.28,   211.76
  330.25,   462.25,   339.80
  326.77,   456.15,   466.45
  458.51,   209.26,   220.87
  456.18,   211.73,   343.00
  455.95,   212.99,   465.48
  455.80,   334.48,   219.08
  454.45,   335.93,   343.42
  454.84,   335.20,   468.19
  456.49,   462.64,   216.27
  455.41,   461.21,   342.11
  454.88,   457.66,   468.84
   23.31,    17.21, -1499.72
   20.98,    15.49, -1349.75
   23.52,   167.20, -1498.00
   21.19,   165.48, -1348.02
  173.29,    16.98, -1497.39
  170.96,    15.25, -1347.42
  173.50,   166.97, -1495.67
  171.17,   165.24, -1345.69
  224.80,   221.35, -1045.99
  213.70,   211.64,  -796.43
  226.01,   471.16, -1036.21
  214.91,   461.44,  -786.65
  474.55,   219.71, -1034.95
  463.45,   209.99,  -785.38
  475.76,   469.52, -1025.17
  464.66,   459.80,  -775.60
  214.63,   202.03,   433.63
  210.98,   196.89,   561.40
  204.39,   192.80,   697.97
  209.42,   329.52,   445.79
  205.30,   323.04,   570.14
  203.74,   318.93,   698.12
  206.44,   458.43,   459.23
  203.54,   452.62,   580.59
  205.17,   449.22,   699.30
  337.39,   205.77,   444.23
  336.14,   200.57,   571.01
  331.49,   194.15,   704.70
  334.26,   329.87,   452.53
  332.38,   322.89,   577.57
  330.28,   316.73,   705.36
  333.24,   455.18,   460.17
  331.20,   448.23,   584.27
  330.71,   444.21,   706.22
  458.33,   210.33,   455.82
  457.79,   205.25,   581.00
  456.47,   197.11,   710.11
  459.12,   332.76,   460.70
  457.62,   326.20,   585.87
  454.63,   318.01,   712.05
  461.03,   455.10,   463.36
  457.69,   448.44,   589.38
  452.79,   442.59,   713.58
  -29.53,   -18.25, -1499.60
  -26.58,   -16.43, -1349.64
  -29.93,   131.74, -1501.42
  -26.98,   133.56, -1351.46
  120.44,   -17.88, -1502.56
  123.39,   -16.06, -1352.60
  120.04,   132.10, -1504.37
  122.99,   133.93, -1354.41
  181.66,   433.06, -1300.23
  183.99,   436.72, -1050.27
  184.19,   683.02, -1303.92
  186.52,   686.68, -1053.96
  431.63,   430.48, -1302.52
  433.96,   434.15, -1052.56
  434.17,   680.44, -1306.21
  436.50,   684.11, -1056.25
  215.18,   452.83,   206.02
  208.36,   451.28,   335.95
  202.98,   447.49,   462.53
  212.40,   578.51,   201.41
  208.19,   577.85,   335.63
  206.60,   575.58,   466.78
  206.15,   699.91,   198.80
  209.16,   700.95,   330.70
  214.73,   701.19,   463.30
  334.88,   449.73,   207.74
  331.55,   447.80,   335.23
  329.73,   443.48,   461.55
  336.25,   577.58,   203.06
  333.86,   574.53,   332.52
  333.45,   570.14,   461.67
  335.19,   701.22,   200.36
  336.26,   699.34,   327.89
  339.46,   697.60,   457.70
  455.73,   443.29,   210.60
  456.25,   443.97,   336.36
  457.43,   442.69,   462.80
  460.67,   571.51,   207.13
  460.72,   569.52,   332.59
  461.00,   566.69,   459.49
  465.04,   698.55,   205.55
  464.11,   694.78,   329.29
  463.21,   692.60,   455.10
   -9.80,    -0.86, -1499.97
   -8.82,    -0.77, -1349.97
   -8.43,   149.14, -1500.06
   -7.45,   149.22, -1350.07
  140.19,    -2.23, -1500.95
  141.17,    -2.14, -1350.95
  141.56,   147.77, -1501.04
  142.54,   147.85, -1351.04
  208.09,   445.87, -1050.16
  212.43,   446.70,  -800.20
  210.40,   695.85, -1051.03
  214.74,   696.68,  -801.07
