6,4,pa2-debug-f-EM-nav.txt
  556.61,   467.69,   396.98
  599.09,   461.43,   369.46
  640.68,   454.96,   342.14
  562.56,   431.97,   413.74
  604.68,   425.38,   386.11
  646.23,   419.16,   358.79
  375.83,   372.59,   402.99
  364.67,   384.56,   354.99
  353.36,   395.54,   307.32
  410.67,   357.63,   390.38
  399.44,   369.32,   342.27
  388.62,   380.52,   293.81
  443.52,   316.43,   415.78
  430.42,   314.66,   366.74
  416.64,   312.58,   317.04
  445.51,   356.22,   413.33
  432.63,   354.20,   364.24
  419.73,   351.67,   314.85
  382.47,   464.06,   435.17
  367.54,   510.33,   425.21
  352.82,   556.95,   414.86
  412.69,   469.10,   409.46
  397.55,   515.37,   399.48
  382.49,   561.32,   388.97
