6, 12, pa1-unknown-j-empivot.txt
  161.29,   237.97,   210.94
  149.07,   283.48,   230.11
  137.39,   329.16,   249.84
  199.54,   240.70,   226.05
  186.94,   286.04,   245.26
  174.63,   331.70,   265.06
  196.03,   205.82,   147.63
  215.91,   208.82,   104.39
  234.82,   211.92,    62.24
  230.46,   188.31,   163.22
  250.22,   191.29,   119.61
  269.08,   194.32,    76.45
  165.64,   232.15,   169.01
  150.62,   257.86,   128.11
  136.58,   282.83,    88.79
  189.40,   208.67,   147.91
  174.11,   234.59,   107.52
  159.67,   259.75,    68.96
  198.09,   247.20,   189.01
  221.67,   290.03,   181.71
  245.54,   332.15,   174.99
  234.54,   228.31,   195.43
  258.00,   270.76,   188.46
  281.77,   312.57,   181.97
  165.95,   205.94,   246.06
  157.66,   225.97,   292.78
  149.44,   246.28,   339.98
  203.19,   221.54,   245.60
  194.50,   241.25,   292.09
  185.78,   261.30,   339.19
  144.57,   201.14,   172.55
  111.89,   216.18,   136.62
   80.29,   231.09,   102.48
  176.11,   218.31,   153.14
  143.73,   233.63,   117.10
  112.38,   248.70,    83.07
  203.71,   227.66,   240.93
  229.34,   259.67,   269.64
  254.51,   291.81,   298.66
  234.65,   225.22,   215.34
  260.38,   256.82,   244.05
  285.69,   288.63,   273.01
  177.58,   169.27,   156.30
  163.43,   164.64,   110.45
  149.38,   161.47,    67.01
  180.61,   208.80,   148.86
  166.56,   203.97,   103.15
  152.60,   200.25,    60.41
  228.97,   195.19,   242.06
  271.41,   185.76,   268.59
  313.04,   176.68,   294.58
  243.38,   174.69,   211.72
  285.83,   165.46,   238.29
  327.48,   156.50,   264.36
  152.52,   228.92,   214.87
  119.25,   252.27,   246.76
   87.09,   275.89,   279.41
  166.25,   205.57,   246.33
  132.87,   229.14,   278.18
  100.29,   253.19,   310.69
  151.67,   217.45,   169.57
  117.42,   252.59,   154.19
   84.14,   287.19,   140.56
  165.31,   242.13,   197.68
  131.23,   277.68,   181.92
   98.11,   312.73,   167.63
  184.28,   173.91,   250.45
  181.36,   173.11,   301.72
  178.16,   172.92,   353.15
  196.06,   211.81,   251.41
  192.99,   210.71,   302.80
  189.69,   210.15,   354.36
